,date,region,sales
1930,09-03-2020,east,1542
1931,09-03-2020,west,1740
1932,10-03-2020,north,1644
1933,10-03-2020,south,1653
1934,10-03-2020,east,1797
1935,10-03-2020,west,1740
1936,11-03-2020,north,1605
1937,11-03-2020,south,1584
1938,11-03-2020,east,1662
1939,11-03-2020,west,1572
1940,12-03-2020,north,1635
1941,12-03-2020,south,1548
1942,12-03-2020,east,1680
1943,12-03-2020,west,1767
1944,13-03-2020,north,1554
1945,13-03-2020,south,1686
1946,13-03-2020,east,1749
1947,13-03-2020,west,1554
1948,14-03-2020,north,1662
1949,14-03-2020,south,1557
1950,14-03-2020,east,1755
1951,14-03-2020,west,1758
1952,15-03-2020,north,1500
1953,15-03-2020,south,1665
1954,15-03-2020,east,1761
1955,15-03-2020,west,1626
1956,16-03-2020,north,1650
1957,16-03-2020,south,1722
1958,16-03-2020,east,1641
1959,16-03-2020,west,1611
1960,17-03-2020,north,1701
1961,17-03-2020,south,1701
1962,17-03-2020,east,1794
1963,17-03-2020,west,1509
1964,18-03-2020,north,1566
1965,18-03-2020,south,1716
1966,18-03-2020,east,1701
1967,18-03-2020,west,1605
1968,19-03-2020,north,1581
1969,19-03-2020,south,1797
1970,19-03-2020,east,1725
1971,19-03-2020,west,1554
1972,20-03-2020,north,1665
1973,20-03-2020,south,1641
1974,20-03-2020,east,1677
1975,20-03-2020,west,1707
1976,21-03-2020,north,1575
1977,21-03-2020,south,1674
1978,21-03-2020,east,1707
1979,21-03-2020,west,1710
1980,22-03-2020,north,1644
1981,22-03-2020,south,1668
1982,22-03-2020,east,1674
1983,22-03-2020,west,1737
1984,23-03-2020,north,1767
1985,23-03-2020,south,1620
1986,23-03-2020,east,1593
1987,23-03-2020,west,1542
1988,24-03-2020,north,1548
1989,24-03-2020,south,1662
1990,24-03-2020,east,1740
1991,24-03-2020,west,1572
1992,25-03-2020,north,1779
1993,25-03-2020,south,1770
1994,25-03-2020,east,1623
1995,25-03-2020,west,1575
1996,26-03-2020,north,1785
1997,26-03-2020,south,1671
1998,26-03-2020,east,1749
1999,26-03-2020,west,1791
2000,27-03-2020,north,1713
2001,27-03-2020,south,1623
2002,27-03-2020,east,1605
2003,27-03-2020,west,1566
2004,28-03-2020,north,1569
2005,28-03-2020,south,1605
2006,28-03-2020,east,1728
2007,28-03-2020,west,1665
2008,29-03-2020,north,1782
2009,29-03-2020,south,1800
2010,29-03-2020,east,1518
2011,29-03-2020,west,1800
2012,30-03-2020,north,1515
2013,30-03-2020,south,1764
2014,30-03-2020,east,1632
2015,30-03-2020,west,1608
2016,31-03-2020,north,1794
2017,31-03-2020,south,1635
2018,31-03-2020,east,1572
2019,31-03-2020,west,1629
2020,01-04-2020,north,1557
2021,01-04-2020,south,1536
2022,01-04-2020,east,1587
2023,01-04-2020,west,1728
2024,02-04-2020,north,1779
2025,02-04-2020,south,1773
2026,02-04-2020,east,1794
2027,02-04-2020,west,1503
2028,03-04-2020,north,1767
2029,03-04-2020,south,1743
2030,03-04-2020,east,1560
2031,03-04-2020,west,1746
2032,04-04-2020,north,1731
2033,04-04-2020,south,1692
2034,04-04-2020,east,1722
2035,04-04-2020,west,1563
2036,05-04-2020,north,1797
2037,05-04-2020,south,1755
2038,05-04-2020,east,1611
2039,05-04-2020,west,1635
2040,06-04-2020,north,1752
2041,06-04-2020,south,1749
2042,06-04-2020,east,1782
2043,06-04-2020,west,1521
2044,07-04-2020,north,1752
2045,07-04-2020,south,1686
2046,07-04-2020,east,1500
2047,07-04-2020,west,1785
2048,08-04-2020,north,1611
2049,08-04-2020,south,1794
2050,08-04-2020,east,1734
2051,08-04-2020,west,1659
2052,09-04-2020,north,1650
2053,09-04-2020,south,1587
2054,09-04-2020,east,1629
2055,09-04-2020,west,1506
2056,10-04-2020,north,1794
2057,10-04-2020,south,1551
2058,10-04-2020,east,1503
2059,10-04-2020,west,1776
2060,11-04-2020,north,1659
2061,11-04-2020,south,1590
2062,11-04-2020,east,1515
2063,11-04-2020,west,1506
2064,12-04-2020,north,1722
2065,12-04-2020,south,1512
2066,12-04-2020,east,1773
2067,12-04-2020,west,1635
2068,13-04-2020,north,1548
2069,13-04-2020,south,1692
2070,13-04-2020,east,1698
2071,13-04-2020,west,1755
2072,14-04-2020,north,1521
2073,14-04-2020,south,1593
2074,14-04-2020,east,1644
2075,14-04-2020,west,1587
2076,15-04-2020,north,1800
2077,15-04-2020,south,1788
2078,15-04-2020,east,1764
2079,15-04-2020,west,1650
2080,16-04-2020,north,1704
2081,16-04-2020,south,1659
2082,16-04-2020,east,1644
2083,16-04-2020,west,1500
2084,17-04-2020,north,1734
2085,17-04-2020,south,1617
2086,17-04-2020,east,1584
2087,17-04-2020,west,1569
2088,18-04-2020,north,1623
2089,18-04-2020,south,1500
2090,18-04-2020,east,1578
2091,18-04-2020,west,1590
2092,19-04-2020,north,1761
2093,19-04-2020,south,1728
2094,19-04-2020,east,1716
2095,19-04-2020,west,1704
2096,20-04-2020,north,1665
2097,20-04-2020,south,1515
2098,20-04-2020,east,1725
2099,20-04-2020,west,1695
2100,21-04-2020,north,1755
2101,21-04-2020,south,1521
2102,21-04-2020,east,1629
2103,21-04-2020,west,1686
2104,22-04-2020,north,1614
2105,22-04-2020,south,1614
2106,22-04-2020,east,1569
2107,22-04-2020,west,1527
2108,23-04-2020,north,1764
2109,23-04-2020,south,1524
2110,23-04-2020,east,1611
2111,23-04-2020,west,1785
2112,24-04-2020,north,1716
2113,24-04-2020,south,1692
2114,24-04-2020,east,1506
2115,24-04-2020,west,1533
2116,25-04-2020,north,1638
2117,25-04-2020,south,1638
2118,25-04-2020,east,1755
2119,25-04-2020,west,1545
2120,26-04-2020,north,1512
2121,26-04-2020,south,1593
2122,26-04-2020,east,1674
2123,26-04-2020,west,1719
2124,27-04-2020,north,1530
2125,27-04-2020,south,1593
2126,27-04-2020,east,1641
2127,27-04-2020,west,1575
2128,28-04-2020,north,1788
2129,28-04-2020,south,1749
2130,28-04-2020,east,1581
2131,28-04-2020,west,1524
2132,29-04-2020,north,1680
2133,29-04-2020,south,1674
2134,29-04-2020,east,1773
2135,29-04-2020,west,1674
2136,30-04-2020,north,1779
2137,30-04-2020,south,1569
2138,30-04-2020,east,1590
2139,30-04-2020,west,1689
2140,01-05-2020,north,1755
2141,01-05-2020,south,1752
2142,01-05-2020,east,1641
2143,01-05-2020,west,1605
2144,02-05-2020,north,1587
2145,02-05-2020,south,1521
2146,02-05-2020,east,1605
2147,02-05-2020,west,1557
2148,03-05-2020,north,1680
2149,03-05-2020,south,1566
2150,03-05-2020,east,1719
2151,03-05-2020,west,1563
2152,04-05-2020,north,1569
2153,04-05-2020,south,1608
2154,04-05-2020,east,1578
2155,04-05-2020,west,1641
2156,05-05-2020,north,1587
2157,05-05-2020,south,1674
2158,05-05-2020,east,1500
2159,05-05-2020,west,1686
2160,06-05-2020,north,1521
2161,06-05-2020,south,1683
2162,06-05-2020,east,1767
2163,06-05-2020,west,1776
2164,07-05-2020,north,1557
2165,07-05-2020,south,1623
2166,07-05-2020,east,1557
2167,07-05-2020,west,1746
2168,08-05-2020,north,1680
2169,08-05-2020,south,1587
2170,08-05-2020,east,1695
2171,08-05-2020,west,1629
2172,09-05-2020,north,1674
2173,09-05-2020,south,1620
2174,09-05-2020,east,1560
2175,09-05-2020,west,1590
2176,10-05-2020,north,1623
2177,10-05-2020,south,1689
2178,10-05-2020,east,1656
2179,10-05-2020,west,1695
2180,11-05-2020,north,1674
2181,11-05-2020,south,1554
2182,11-05-2020,east,1680
2183,11-05-2020,west,1575
2184,12-05-2020,north,1500
2185,12-05-2020,south,1791
2186,12-05-2020,east,1614
2187,12-05-2020,west,1695
2188,13-05-2020,north,1767
2189,13-05-2020,south,1725
2190,13-05-2020,east,1701
2191,13-05-2020,west,1629
2192,14-05-2020,north,1656
2193,14-05-2020,south,1713
2194,14-05-2020,east,1737
2195,14-05-2020,west,1671
2196,15-05-2020,north,1533
2197,15-05-2020,south,1644
2198,15-05-2020,east,1560
2199,15-05-2020,west,1740
2200,16-05-2020,north,1767
2201,16-05-2020,south,1791
2202,16-05-2020,east,1509
2203,16-05-2020,west,1614
2204,17-05-2020,north,1566
2205,17-05-2020,south,1758
2206,17-05-2020,east,1668
2207,17-05-2020,west,1707
2208,18-05-2020,north,1638
2209,18-05-2020,south,1596
2210,18-05-2020,east,1767
2211,18-05-2020,west,1683
2212,19-05-2020,north,1641
2213,19-05-2020,south,1713
2214,19-05-2020,east,1515
2215,19-05-2020,west,1602
2216,20-05-2020,north,1575
2217,20-05-2020,south,1791
2218,20-05-2020,east,1545
2219,20-05-2020,west,1686
2220,21-05-2020,north,1587
2221,21-05-2020,south,1791
2222,21-05-2020,east,1653
2223,21-05-2020,west,1671
2224,22-05-2020,north,1542
2225,22-05-2020,south,1686
2226,22-05-2020,east,1569
2227,22-05-2020,west,1518
2228,23-05-2020,north,1620
2229,23-05-2020,south,1536
2230,23-05-2020,east,1713
2231,23-05-2020,west,1788
2232,24-05-2020,north,1773
2233,24-05-2020,south,1785
2234,24-05-2020,east,1509
2235,24-05-2020,west,1713
2236,25-05-2020,north,1536
2237,25-05-2020,south,1704
2238,25-05-2020,east,1563
2239,25-05-2020,west,1539
2240,26-05-2020,north,1545
2241,26-05-2020,south,1530
2242,26-05-2020,east,1758
2243,26-05-2020,west,1656
2244,27-05-2020,north,1563
2245,27-05-2020,south,1758
2246,27-05-2020,east,1656
2247,27-05-2020,west,1707
2248,28-05-2020,north,1581
2249,28-05-2020,south,1569
2250,28-05-2020,east,1533
2251,28-05-2020,west,1566
2252,29-05-2020,north,1722
2253,29-05-2020,south,1602
2254,29-05-2020,east,1698
2255,29-05-2020,west,1566
2256,30-05-2020,north,1599
2257,30-05-2020,south,1788
2258,30-05-2020,east,1743
2259,30-05-2020,west,1647
2260,31-05-2020,north,1566
2261,31-05-2020,south,1608
2262,31-05-2020,east,1791
2263,31-05-2020,west,1764
2264,01-06-2020,north,1752
2265,01-06-2020,south,1608
2266,01-06-2020,east,1554
2267,01-06-2020,west,1710
2268,02-06-2020,north,1677
2269,02-06-2020,south,1794
2270,02-06-2020,east,1800
2271,02-06-2020,west,1767
2272,03-06-2020,north,1782
2273,03-06-2020,south,1584
2274,03-06-2020,east,1545
2275,03-06-2020,west,1617
2276,04-06-2020,north,1644
2277,04-06-2020,south,1527
2278,04-06-2020,east,1707
2279,04-06-2020,west,1773
2280,05-06-2020,north,1587
2281,05-06-2020,south,1632
2282,05-06-2020,east,1569
2283,05-06-2020,west,1566
2284,06-06-2020,north,1683
2285,06-06-2020,south,1689
2286,06-06-2020,east,1704
2287,06-06-2020,west,1749
2288,07-06-2020,north,1620
2289,07-06-2020,south,1650
2290,07-06-2020,east,1743
2291,07-06-2020,west,1674
2292,08-06-2020,north,1527
2293,08-06-2020,south,1638
2294,08-06-2020,east,1584
2295,08-06-2020,west,1695
2296,09-06-2020,north,1503
2297,09-06-2020,south,1569
2298,09-06-2020,east,1572
2299,09-06-2020,west,1593
2300,10-06-2020,north,1761
2301,10-06-2020,south,1512
2302,10-06-2020,east,1617
2303,10-06-2020,west,1593
2304,11-06-2020,north,1590
2305,11-06-2020,south,1611
2306,11-06-2020,east,1719
2307,11-06-2020,west,1719
2308,12-06-2020,north,1512
2309,12-06-2020,south,1776
2310,12-06-2020,east,1575
2311,12-06-2020,west,1746
2312,13-06-2020,north,1581
2313,13-06-2020,south,1689
2314,13-06-2020,east,1776
2315,13-06-2020,west,1560
2316,14-06-2020,north,1734
2317,14-06-2020,south,1788
2318,14-06-2020,east,1743
2319,14-06-2020,west,1719
2320,15-06-2020,north,1542
2321,15-06-2020,south,1758
2322,15-06-2020,east,1674
2323,15-06-2020,west,1584
2324,16-06-2020,north,1668
2325,16-06-2020,south,1620
2326,16-06-2020,east,1695
2327,16-06-2020,west,1638
2328,17-06-2020,north,1554
2329,17-06-2020,south,1659
2330,17-06-2020,east,1734
2331,17-06-2020,west,1527
2332,18-06-2020,north,1611
2333,18-06-2020,south,1734
2334,18-06-2020,east,1743
2335,18-06-2020,west,1557
2336,19-06-2020,north,1800
2337,19-06-2020,south,1536
2338,19-06-2020,east,1578
2339,19-06-2020,west,1515
2340,20-06-2020,north,1647
2341,20-06-2020,south,1641
2342,20-06-2020,east,1614
2343,20-06-2020,west,1518
2344,21-06-2020,north,1755
2345,21-06-2020,south,1620
2346,21-06-2020,east,1725
2347,21-06-2020,west,1668
2348,22-06-2020,north,1761
2349,22-06-2020,south,1542
2350,22-06-2020,east,1539
2351,22-06-2020,west,1524
2352,23-06-2020,north,1767
2353,23-06-2020,south,1581
2354,23-06-2020,east,1770
2355,23-06-2020,west,1758
2356,24-06-2020,north,1617
2357,24-06-2020,south,1518
2358,24-06-2020,east,1791
2359,24-06-2020,west,1695
2360,25-06-2020,north,1503
2361,25-06-2020,south,1794
2362,25-06-2020,east,1638
2363,25-06-2020,west,1536
2364,26-06-2020,north,1707
2365,26-06-2020,south,1578
2366,26-06-2020,east,1719
2367,26-06-2020,west,1728
2368,27-06-2020,north,1644
2369,27-06-2020,south,1527
2370,27-06-2020,east,1578
2371,27-06-2020,west,1623
2372,28-06-2020,north,1608
2373,28-06-2020,south,1779
2374,28-06-2020,east,1689
2375,28-06-2020,west,1629
2376,29-06-2020,north,1722
2377,29-06-2020,south,1662
2378,29-06-2020,east,1662
2379,29-06-2020,west,1503
2380,30-06-2020,north,1794
2381,30-06-2020,south,1572
2382,30-06-2020,east,1668
2383,30-06-2020,west,1647
2384,01-07-2020,north,1632
2385,01-07-2020,south,1578
2386,01-07-2020,east,1650
2387,01-07-2020,west,1797
2388,02-07-2020,north,1734
2389,02-07-2020,south,1734
2390,02-07-2020,east,1581
2391,02-07-2020,west,1665
2392,03-07-2020,north,1695
2393,03-07-2020,south,1701
2394,03-07-2020,east,1584
2395,03-07-2020,west,1518
2396,04-07-2020,north,1737
2397,04-07-2020,south,1656
2398,04-07-2020,east,1695
2399,04-07-2020,west,1563
2400,05-07-2020,north,1788
2401,05-07-2020,south,1746
2402,05-07-2020,east,1647
2403,05-07-2020,west,1527
2404,06-07-2020,north,1548
2405,06-07-2020,south,1572
2406,06-07-2020,east,1569
2407,06-07-2020,west,1527
2408,07-07-2020,north,1500
2409,07-07-2020,south,1791
2410,07-07-2020,east,1656
2411,07-07-2020,west,1743
2412,08-07-2020,north,1563
2413,08-07-2020,south,1722
2414,08-07-2020,east,1758
2415,08-07-2020,west,1524
2416,09-07-2020,north,1788
2417,09-07-2020,south,1713
2418,09-07-2020,east,1596
2419,09-07-2020,west,1716
2420,10-07-2020,north,1587
2421,10-07-2020,south,1509
2422,10-07-2020,east,1698
2423,10-07-2020,west,1515
2424,11-07-2020,north,1500
2425,11-07-2020,south,1689
2426,11-07-2020,east,1554
2427,11-07-2020,west,1509
2428,12-07-2020,north,1746
2429,12-07-2020,south,1572
2430,12-07-2020,east,1773
2431,12-07-2020,west,1596
2432,13-07-2020,north,1680
2433,13-07-2020,south,1764
2434,13-07-2020,east,1782
2435,13-07-2020,west,1728
2436,14-07-2020,north,1557
2437,14-07-2020,south,1515
2438,14-07-2020,east,1695
2439,14-07-2020,west,1500
2440,15-07-2020,north,1542
2441,15-07-2020,south,1740
2442,15-07-2020,east,1647
2443,15-07-2020,west,1596
2444,16-07-2020,north,1515
2445,16-07-2020,south,1731
2446,16-07-2020,east,1605
2447,16-07-2020,west,1791
2448,17-07-2020,north,1794
2449,17-07-2020,south,1677
2450,17-07-2020,east,1641
2451,17-07-2020,west,1773
2452,18-07-2020,north,1623
2453,18-07-2020,south,1707
2454,18-07-2020,east,1749
2455,18-07-2020,west,1797
2456,19-07-2020,north,1614
2457,19-07-2020,south,1653
2458,19-07-2020,east,1674
2459,19-07-2020,west,1779
2460,20-07-2020,north,1797
2461,20-07-2020,south,1560
2462,20-07-2020,east,1638
2463,20-07-2020,west,1716
2464,21-07-2020,north,1572
2465,21-07-2020,south,1767
2466,21-07-2020,east,1689
2467,21-07-2020,west,1734
2468,22-07-2020,north,1668
2469,22-07-2020,south,1728
2470,22-07-2020,east,1668
2471,22-07-2020,west,1584
2472,23-07-2020,north,1692
2473,23-07-2020,south,1710
2474,23-07-2020,east,1758
2475,23-07-2020,west,1545
2476,24-07-2020,north,1530
2477,24-07-2020,south,1530
2478,24-07-2020,east,1575
2479,24-07-2020,west,1776
2480,25-07-2020,north,1794
2481,25-07-2020,south,1647
2482,25-07-2020,east,1611
2483,25-07-2020,west,1704
2484,26-07-2020,north,1569
2485,26-07-2020,south,1659
2486,26-07-2020,east,1575
2487,26-07-2020,west,1788
2488,27-07-2020,north,1602
2489,27-07-2020,south,1620
2490,27-07-2020,east,1530
2491,27-07-2020,west,1608
2492,28-07-2020,north,1800
2493,28-07-2020,south,1506
2494,28-07-2020,east,1608
2495,28-07-2020,west,1581
2496,29-07-2020,north,1533
2497,29-07-2020,south,1686
2498,29-07-2020,east,1773
2499,29-07-2020,west,1644
2500,30-07-2020,north,1722
2501,30-07-2020,south,1584
2502,30-07-2020,east,1596
2503,30-07-2020,west,1512
2504,31-07-2020,north,1527
2505,31-07-2020,south,1530
2506,31-07-2020,east,1533
2507,31-07-2020,west,1530
2508,01-08-2020,north,1788
2509,01-08-2020,south,1596
2510,01-08-2020,east,1680
2511,01-08-2020,west,1671
2512,02-08-2020,north,1656
2513,02-08-2020,south,1716
2514,02-08-2020,east,1623
2515,02-08-2020,west,1596
2516,03-08-2020,north,1665
2517,03-08-2020,south,1650
2518,03-08-2020,east,1503
2519,03-08-2020,west,1665
2520,04-08-2020,north,1539
2521,04-08-2020,south,1659
2522,04-08-2020,east,1602
2523,04-08-2020,west,1719
2524,05-08-2020,north,1749
2525,05-08-2020,south,1548
2526,05-08-2020,east,1653
2527,05-08-2020,west,1662
2528,06-08-2020,north,1770
2529,06-08-2020,south,1710
2530,06-08-2020,east,1509
2531,06-08-2020,west,1545
2532,07-08-2020,north,1740
2533,07-08-2020,south,1524
2534,07-08-2020,east,1641
2535,07-08-2020,west,1710
2536,08-08-2020,north,1728
2537,08-08-2020,south,1695
2538,08-08-2020,east,1716
2539,08-08-2020,west,1785
2540,09-08-2020,north,1617
2541,09-08-2020,south,1752
2542,09-08-2020,east,1734
2543,09-08-2020,west,1521
2544,10-08-2020,north,1545
2545,10-08-2020,south,1722
2546,10-08-2020,east,1647
2547,10-08-2020,west,1530
2548,11-08-2020,north,1632
2549,11-08-2020,south,1620
2550,11-08-2020,east,1551
2551,11-08-2020,west,1557
2552,12-08-2020,north,1737
2553,12-08-2020,south,1749
2554,12-08-2020,east,1704
2555,12-08-2020,west,1671
2556,13-08-2020,north,1500
2557,13-08-2020,south,1500
2558,13-08-2020,east,1701
2559,13-08-2020,west,1785
2560,14-08-2020,north,1542
2561,14-08-2020,south,1791
2562,14-08-2020,east,1716
2563,14-08-2020,west,1665
2564,15-08-2020,north,1740
2565,15-08-2020,south,1632
2566,15-08-2020,east,1560
2567,15-08-2020,west,1689
2568,16-08-2020,north,1749
2569,16-08-2020,south,1605
2570,16-08-2020,east,1629
2571,16-08-2020,west,1728
2572,17-08-2020,north,1554
2573,17-08-2020,south,1629
2574,17-08-2020,east,1698
2575,17-08-2020,west,1635
2576,18-08-2020,north,1761
2577,18-08-2020,south,1566
2578,18-08-2020,east,1692
2579,18-08-2020,west,1563
2580,19-08-2020,north,1662
2581,19-08-2020,south,1635
2582,19-08-2020,east,1674
2583,19-08-2020,west,1602
2584,20-08-2020,north,1686
2585,20-08-2020,south,1506
2586,20-08-2020,east,1515
2587,20-08-2020,west,1779
2588,21-08-2020,north,1557
2589,21-08-2020,south,1551
2590,21-08-2020,east,1521
2591,21-08-2020,west,1710
2592,22-08-2020,north,1563
2593,22-08-2020,south,1683
2594,22-08-2020,east,1791
2595,22-08-2020,west,1773
2596,23-08-2020,north,1716
2597,23-08-2020,south,1731
2598,23-08-2020,east,1593
2599,23-08-2020,west,1788
2600,24-08-2020,north,1785
2601,24-08-2020,south,1647
2602,24-08-2020,east,1755
2603,24-08-2020,west,1665
2604,25-08-2020,north,1545
2605,25-08-2020,south,1755
2606,25-08-2020,east,1605
2607,25-08-2020,west,1548
2608,26-08-2020,north,1533
2609,26-08-2020,south,1752
2610,26-08-2020,east,1758
2611,26-08-2020,west,1767
2612,27-08-2020,north,1761
2613,27-08-2020,south,1671
2614,27-08-2020,east,1551
2615,27-08-2020,west,1686
2616,28-08-2020,north,1788
2617,28-08-2020,south,1551
2618,28-08-2020,east,1554
2619,28-08-2020,west,1623
2620,29-08-2020,north,1698
2621,29-08-2020,south,1659
2622,29-08-2020,east,1593
2623,29-08-2020,west,1674
2624,30-08-2020,north,1800
2625,30-08-2020,south,1554
2626,30-08-2020,east,1713
2627,30-08-2020,west,1611
2628,31-08-2020,north,1797
2629,31-08-2020,south,1581
2630,31-08-2020,east,1623
2631,31-08-2020,west,1515
2632,01-09-2020,north,1797
2633,01-09-2020,south,1704
2634,01-09-2020,east,1539
2635,01-09-2020,west,1617
2636,02-09-2020,north,1737
2637,02-09-2020,south,1635
2638,02-09-2020,east,1671
2639,02-09-2020,west,1632
2640,03-09-2020,north,1575
2641,03-09-2020,south,1713
2642,03-09-2020,east,1581
2643,03-09-2020,west,1719
2644,04-09-2020,north,1533
2645,04-09-2020,south,1539
2646,04-09-2020,east,1569
2647,04-09-2020,west,1743
2648,05-09-2020,north,1620
2649,05-09-2020,south,1743
2650,05-09-2020,east,1563
2651,05-09-2020,west,1764
2652,06-09-2020,north,1638
2653,06-09-2020,south,1734
2654,06-09-2020,east,1794
2655,06-09-2020,west,1782
2656,07-09-2020,north,1509
2657,07-09-2020,south,1749
2658,07-09-2020,east,1608
2659,07-09-2020,west,1794
2660,08-09-2020,north,1710
2661,08-09-2020,south,1536
2662,08-09-2020,east,1539
2663,08-09-2020,west,1512
2664,09-09-2020,north,1578
2665,09-09-2020,south,1575
2666,09-09-2020,east,1551
2667,09-09-2020,west,1650
2668,10-09-2020,north,1662
2669,10-09-2020,south,1767
2670,10-09-2020,east,1596
2671,10-09-2020,west,1710
2672,11-09-2020,north,1764
2673,11-09-2020,south,1722
2674,11-09-2020,east,1611
2675,11-09-2020,west,1656
2676,12-09-2020,north,1602
2677,12-09-2020,south,1686
2678,12-09-2020,east,1599
2679,12-09-2020,west,1800
2680,13-09-2020,north,1503
2681,13-09-2020,south,1554
2682,13-09-2020,east,1554
2683,13-09-2020,west,1575
2684,14-09-2020,north,1647
2685,14-09-2020,south,1776
2686,14-09-2020,east,1788
2687,14-09-2020,west,1791
2688,15-09-2020,north,1542
2689,15-09-2020,south,1782
2690,15-09-2020,east,1620
2691,15-09-2020,west,1641
2692,16-09-2020,north,1590
2693,16-09-2020,south,1734
2694,16-09-2020,east,1710
2695,16-09-2020,west,1641
2696,17-09-2020,north,1611
2697,17-09-2020,south,1581
2698,17-09-2020,east,1596
2699,17-09-2020,west,1539
2700,18-09-2020,north,1764
2701,18-09-2020,south,1584
2702,18-09-2020,east,1701
2703,18-09-2020,west,1518
2704,19-09-2020,north,1692
2705,19-09-2020,south,1743
2706,19-09-2020,east,1737
2707,19-09-2020,west,1590
2708,20-09-2020,north,1623
2709,20-09-2020,south,1521
2710,20-09-2020,east,1590
2711,20-09-2020,west,1677
2712,21-09-2020,north,1776
2713,21-09-2020,south,1629
2714,21-09-2020,east,1776
2715,21-09-2020,west,1728
2716,22-09-2020,north,1776
2717,22-09-2020,south,1629
2718,22-09-2020,east,1539
2719,22-09-2020,west,1563
2720,23-09-2020,north,1506
2721,23-09-2020,south,1698
2722,23-09-2020,east,1734
2723,23-09-2020,west,1557
2724,24-09-2020,north,1527
2725,24-09-2020,south,1761
2726,24-09-2020,east,1560
2727,24-09-2020,west,1650
2728,25-09-2020,north,1533
2729,25-09-2020,south,1602
2730,25-09-2020,east,1743
2731,25-09-2020,west,1617
2732,26-09-2020,north,1536
2733,26-09-2020,south,1773
2734,26-09-2020,east,1521
2735,26-09-2020,west,1542
2736,27-09-2020,north,1737
2737,27-09-2020,south,1509
2738,27-09-2020,east,1626
2739,27-09-2020,west,1584
2740,28-09-2020,north,1671
2741,28-09-2020,south,1680
2742,28-09-2020,east,1599
2743,28-09-2020,west,1776
2744,29-09-2020,north,1674
2745,29-09-2020,south,1728
2746,29-09-2020,east,1551
2747,29-09-2020,west,1641
2748,30-09-2020,north,1614
2749,30-09-2020,south,1773
2750,30-09-2020,east,1509
2751,30-09-2020,west,1740
2752,01-10-2020,north,1614
2753,01-10-2020,south,1599
2754,01-10-2020,east,1785
2755,01-10-2020,west,1506
2756,02-10-2020,north,1689
2757,02-10-2020,south,1659
2758,02-10-2020,east,1785
2759,02-10-2020,west,1701
2760,03-10-2020,north,1515
2761,03-10-2020,south,1545
2762,03-10-2020,east,1599
2763,03-10-2020,west,1512
2764,04-10-2020,north,1524
2765,04-10-2020,south,1779
2766,04-10-2020,east,1500
2767,04-10-2020,west,1755
2768,05-10-2020,north,1773
2769,05-10-2020,south,1743
2770,05-10-2020,east,1662
2771,05-10-2020,west,1596
2772,06-10-2020,north,1788
2773,06-10-2020,south,1503
2774,06-10-2020,east,1779
2775,06-10-2020,west,1563
2776,07-10-2020,north,1554
2777,07-10-2020,south,1734
2778,07-10-2020,east,1629
2779,07-10-2020,west,1608
2780,08-10-2020,north,1794
2781,08-10-2020,south,1674
2782,08-10-2020,east,1662
2783,08-10-2020,west,1788
2784,09-10-2020,north,1536
2785,09-10-2020,south,1521
2786,09-10-2020,east,1656
2787,09-10-2020,west,1551
2788,10-10-2020,north,1593
2789,10-10-2020,south,1590
2790,10-10-2020,east,1671
2791,10-10-2020,west,1707
2792,11-10-2020,north,1569
2793,11-10-2020,south,1773
2794,11-10-2020,east,1674
2795,11-10-2020,west,1536
2796,12-10-2020,north,1677
2797,12-10-2020,south,1605
2798,12-10-2020,east,1653
2799,12-10-2020,west,1749
2800,13-10-2020,north,1578
2801,13-10-2020,south,1638
2802,13-10-2020,east,1515
2803,13-10-2020,west,1683
2804,14-10-2020,north,1680
2805,14-10-2020,south,1755
2806,14-10-2020,east,1584
2807,14-10-2020,west,1590
2808,15-10-2020,north,1518
2809,15-10-2020,south,1701
2810,15-10-2020,east,1716
2811,15-10-2020,west,1563
2812,16-10-2020,north,1638
2813,16-10-2020,south,1689
2814,16-10-2020,east,1515
2815,16-10-2020,west,1632
2816,17-10-2020,north,1509
2817,17-10-2020,south,1791
2818,17-10-2020,east,1509
2819,17-10-2020,west,1776
2820,18-10-2020,north,1524
2821,18-10-2020,south,1716
2822,18-10-2020,east,1578
2823,18-10-2020,west,1713
2824,19-10-2020,north,1656
2825,19-10-2020,south,1725
2826,19-10-2020,east,1554
2827,19-10-2020,west,1524
2828,20-10-2020,north,1569
2829,20-10-2020,south,1758
2830,20-10-2020,east,1758
2831,20-10-2020,west,1614
2832,21-10-2020,north,1740
2833,21-10-2020,south,1521
2834,21-10-2020,east,1722
2835,21-10-2020,west,1605
2836,22-10-2020,north,1749
2837,22-10-2020,south,1638
2838,22-10-2020,east,1710
2839,22-10-2020,west,1668
2840,23-10-2020,north,1635
2841,23-10-2020,south,1533
2842,23-10-2020,east,1635
2843,23-10-2020,west,1575
2844,24-10-2020,north,1737
2845,24-10-2020,south,1593
2846,24-10-2020,east,1707
2847,24-10-2020,west,1536
2848,25-10-2020,north,1689
2849,25-10-2020,south,1680
2850,25-10-2020,east,1605
2851,25-10-2020,west,1617
2852,26-10-2020,north,1746
2853,26-10-2020,south,1518
2854,26-10-2020,east,1656
2855,26-10-2020,west,1542
2856,27-10-2020,north,1581
2857,27-10-2020,south,1716
2858,27-10-2020,east,1683
2859,27-10-2020,west,1518
2860,28-10-2020,north,1746
2861,28-10-2020,south,1587
